year,location,educational_qualification,field_of_study,gender,age_group,population_group,median_income,number_graduates
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Chinese,63400.0,270.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Filipino,45000.0,40.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Korean,67400.0,40.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,54200.0,550.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Man,15 to 34 years,South Asian,57500.0,150.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Man,35 to 64 years,Not a visible minority,98600.0,40.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Black,46000.0,40.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Chinese,53100.0,450.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Filipino,45200.0,70.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Korean,39100.0,50.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Latin American,50900.0,30.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Multiple visible minorities,49200.0,40.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,54100.0,1150.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,South Asian,54100.0,300.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Southeast Asian,56900.0,40.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,West Asian,49700.0,50.0
2021,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Woman,35 to 64 years,Not a visible minority,61100.0,90.0
2021,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Chinese,61600.0,70.0
2021,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Man,15 to 34 years,Not a visible minority,38500.0,130.0
2021,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Chinese,35800.0,140.0
2021,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,34300.0,260.0
2021,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Woman,35 to 64 years,Not a visible minority,45600.0,30.0
2021,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,39800.0,40.0
2021,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,47900.0,170.0
2021,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Man,35 to 64 years,Not a visible minority,35600.0,20.0
2021,Manitoba,"Career, technical or professional training certificate","Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,46500.0,50.0
2021,Manitoba,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,47700.0,60.0
2021,Manitoba,"Career, technical or professional training certificate","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,70000.0,40.0
2021,Manitoba,"Career, technical or professional training certificate",Education [1],Man,35 to 64 years,Not a visible minority,90100.0,20.0
2021,Manitoba,"Career, technical or professional training certificate",Education [1],Woman,15 to 34 years,Not a visible minority,25200.0,60.0
2021,Manitoba,"Career, technical or professional training certificate",Education [1],Woman,35 to 64 years,Not a visible minority,36600.0,60.0
2021,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,40200.0,130.0
2021,Manitoba,"Career, technical or professional training certificate",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,37300.0,50.0
2021,Manitoba,"Career, technical or professional training certificate","Personal, protective and transportation services [11]",Man,15 to 34 years,Not a visible minority,40200.0,20.0
2021,Manitoba,"Career, technical or professional training certificate",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,36600.0,50.0
2021,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,69400.0,20.0
2021,Manitoba,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,46300.0,50.0
2021,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Filipino,39000.0,20.0
2021,Manitoba,"Career, technical or professional training diploma","Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,60500.0,70.0
2021,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Man,15 to 34 years,Not a visible minority,49800.0,70.0
2021,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,15 to 34 years,Not a visible minority,48200.0,130.0
2021,Manitoba,"Career, technical or professional training diploma","Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,52600.0,30.0
2021,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Woman,15 to 34 years,Not a visible minority,46600.0,80.0
2021,Manitoba,"Career, technical or professional training diploma",Health and related fields [10],Woman,35 to 64 years,Not a visible minority,64100.0,30.0
2021,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Filipino,51300.0,30.0
2021,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Man,15 to 34 years,Not a visible minority,67100.0,70.0
2021,Manitoba,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Woman,15 to 34 years,Not a visible minority,56700.0,40.0
2021,Manitoba,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,44100.0,110.0
2021,Manitoba,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Woman,15 to 34 years,Not a visible minority,48200.0,30.0
2021,Manitoba,Master's degree,"Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,81200.0,20.0
2021,Manitoba,Master's degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,72300.0,20.0
2021,Manitoba,Master's degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,63000.0,20.0
2021,Manitoba,Master's degree,"Business, management and public administration [5]",Man,35 to 64 years,Not a visible minority,140600.0,20.0
2021,Manitoba,Master's degree,"Business, management and public administration [5]",Woman,35 to 64 years,Not a visible minority,93600.0,30.0
2021,Manitoba,Master's degree,Education [1],Man,35 to 64 years,Not a visible minority,109900.0,30.0
2021,Manitoba,Master's degree,Education [1],Woman,35 to 64 years,Not a visible minority,119100.0,80.0
2021,Manitoba,Master's degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,72300.0,40.0
2021,Manitoba,Master's degree,Health and related fields [10],Woman,15 to 34 years,Not a visible minority,87900.0,120.0
2021,Manitoba,Master's degree,Health and related fields [10],Woman,35 to 64 years,Not a visible minority,84100.0,30.0
2021,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Man,35 to 64 years,Not a visible minority,110200.0,20.0
2021,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Woman,15 to 34 years,Not a visible minority,85500.0,100.0
2021,Manitoba,Post-baccalaureate non-graduate diploma,Education [1],Woman,35 to 64 years,Not a visible minority,104400.0,150.0
2021,Manitoba,Professional degree,Health and related fields [10],Man,15 to 34 years,Not a visible minority,135300.0,30.0
2021,Manitoba,Professional degree,Social and behavioural sciences and law [4],Man,15 to 34 years,Not a visible minority,82500.0,30.0
2021,Manitoba,Professional degree,Social and behavioural sciences and law [4],Woman,15 to 34 years,Not a visible minority,75800.0,50.0
2021,Manitoba,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Man,15 to 34 years,Not a visible minority,64000.0,50.0
2021,Manitoba,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Woman,15 to 34 years,Not a visible minority,50500.0,40.0
2021,Manitoba,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,Not a visible minority,72700.0,120.0
2021,Manitoba,Undergraduate degree,"Architecture, engineering, and related trades [8]",Man,15 to 34 years,South Asian,86200.0,30.0
2021,Manitoba,Undergraduate degree,"Architecture, engineering, and related trades [8]",Woman,15 to 34 years,Not a visible minority,68100.0,20.0
